waveform	[0]	
t0	12/11/2024  11:55:33,146537	
delta t	2,000000E-5	

time[0]	Y[0]
12/11/2024  11:55:33,146537	-1,378737E-2
12/11/2024  11:55:33,146557	1,189476E-2
12/11/2024  11:55:33,146577	-7,285570E-3
12/11/2024  11:55:33,146597	-2,581571E-2
12/11/2024  11:55:33,146617	-4,662149E-2
12/11/2024  11:55:33,146637	2,002201E-2
12/11/2024  11:55:33,146657	7,343492E-3
12/11/2024  11:55:33,146677	-4,207023E-2
12/11/2024  11:55:33,146697	-2,028918E-2
12/11/2024  11:55:33,146717	2,619873E-2
12/11/2024  11:55:33,146737	-1,313719E-2
12/11/2024  11:55:33,146757	-1,086156E-2
12/11/2024  11:55:33,146777	-3,719387E-2
12/11/2024  11:55:33,146797	1,166777E-3
12/11/2024  11:55:33,146817	1,417039E-2
12/11/2024  11:55:33,146837	2,467138E-3
12/11/2024  11:55:33,146857	-5,767456E-2
12/11/2024  11:55:33,146877	5,165963E-4
12/11/2024  11:55:33,146897	2,944963E-2
12/11/2024  11:55:33,146917	-8,911021E-3
12/11/2024  11:55:33,146937	-3,686878E-2
12/11/2024  11:55:33,146957	2,467138E-3
12/11/2024  11:55:33,146977	3,107508E-2
12/11/2024  11:55:33,146997	-2,093936E-2
12/11/2024  11:55:33,147017	-2,126445E-2
12/11/2024  11:55:33,147037	-9,561202E-3
12/11/2024  11:55:33,147057	2,392309E-2
12/11/2024  11:55:33,147077	-3,621860E-2
12/11/2024  11:55:33,147097	-2,158954E-2
12/11/2024  11:55:33,147117	-2,409216E-3
12/11/2024  11:55:33,147137	3,172526E-2
12/11/2024  11:55:33,147157	-5,009938E-3
12/11/2024  11:55:33,147177	-3,166734E-2
12/11/2024  11:55:33,147197	-4,239532E-2
12/11/2024  11:55:33,147217	3,335071E-2
12/11/2024  11:55:33,147237	5,610703E-2
12/11/2024  11:55:33,147257	1,319512E-2
12/11/2024  11:55:33,147277	-6,385127E-2
12/11/2024  11:55:33,147297	-6,872763E-2
12/11/2024  11:55:33,147317	-1,736337E-2
12/11/2024  11:55:33,147337	2,977472E-2
12/11/2024  11:55:33,147357	3,595143E-2
12/11/2024  11:55:33,147377	4,862995E-2
12/11/2024  11:55:33,147397	4,960522E-2
12/11/2024  11:55:33,147417	1,677111E-2
12/11/2024  11:55:33,147437	-2,711608E-2
12/11/2024  11:55:33,147457	-6,060037E-2
12/11/2024  11:55:33,147477	-2,971680E-2
12/11/2024  11:55:33,147497	-1,183683E-2
12/11/2024  11:55:33,147517	2,467138E-3
12/11/2024  11:55:33,147537	-2,581571E-2
12/11/2024  11:55:33,147557	-3,709577E-3
12/11/2024  11:55:33,147577	-8,368178E-2
12/11/2024  11:55:33,147597	5,675721E-2
12/11/2024  11:55:33,147617	8,968943E-3
12/11/2024  11:55:33,147637	3,117318E-3
12/11/2024  11:55:33,147657	-8,368178E-2
12/11/2024  11:55:33,147677	3,237544E-2
12/11/2024  11:55:33,147697	1,904674E-2
12/11/2024  11:55:33,147717	-8,911021E-3
12/11/2024  11:55:33,147737	-4,499604E-2
12/11/2024  11:55:33,147757	1,937183E-2
12/11/2024  11:55:33,147777	1,352021E-2
12/11/2024  11:55:33,147797	-1,086156E-2
12/11/2024  11:55:33,147817	-1,866373E-2
12/11/2024  11:55:33,147837	-2,409216E-3
12/11/2024  11:55:33,147857	8,318762E-3
12/11/2024  11:55:33,147877	-1,508774E-2
12/11/2024  11:55:33,147897	-9,886292E-3
12/11/2024  11:55:33,147917	-2,084126E-3
12/11/2024  11:55:33,147937	1,166777E-3
12/11/2024  11:55:33,147957	-6,635389E-3
12/11/2024  11:55:33,147977	-7,285570E-3
12/11/2024  11:55:33,147997	-1,335843E-4
12/11/2024  11:55:33,148017	8,318762E-3
12/11/2024  11:55:33,148037	-1,433945E-3
12/11/2024  11:55:33,148057	-2,223972E-2
12/11/2024  11:55:33,148077	-2,084126E-3
12/11/2024  11:55:33,148097	8,416865E-4
12/11/2024  11:55:33,148117	-1,335843E-4
12/11/2024  11:55:33,148137	-2,028918E-2
12/11/2024  11:55:33,148157	-1,216192E-2
12/11/2024  11:55:33,148177	2,359800E-2
12/11/2024  11:55:33,148197	6,693311E-3
12/11/2024  11:55:33,148217	-1,086156E-2
12/11/2024  11:55:33,148237	-2,093936E-2
12/11/2024  11:55:33,148257	-1,433945E-3
12/11/2024  11:55:33,148277	-5,335028E-3
12/11/2024  11:55:33,148297	-2,516553E-2
12/11/2024  11:55:33,148317	-2,744117E-2
12/11/2024  11:55:33,148337	-5,985209E-3
12/11/2024  11:55:33,148357	1,915060E-4
12/11/2024  11:55:33,148377	3,767499E-3
12/11/2024  11:55:33,148397	-1,541283E-2
12/11/2024  11:55:33,148417	5,392950E-3
12/11/2024  11:55:33,148437	1,166777E-3
12/11/2024  11:55:33,148457	-1,378737E-2
12/11/2024  11:55:33,148477	-2,744117E-2
12/11/2024  11:55:33,148497	9,706840E-2
12/11/2024  11:55:33,148517	-2,939171E-2
12/11/2024  11:55:33,148537	-1,165159E-1
12/11/2024  11:55:33,148557	-3,394297E-2
12/11/2024  11:55:33,148577	-1,313719E-2
12/11/2024  11:55:33,148597	3,442409E-3
12/11/2024  11:55:33,148617	1,514566E-2
12/11/2024  11:55:33,148637	-3,394297E-2
12/11/2024  11:55:33,148657	-5,985209E-3
12/11/2024  11:55:33,148677	4,742770E-3
12/11/2024  11:55:33,148697	-1,248701E-2
12/11/2024  11:55:33,148717	3,595143E-2
12/11/2024  11:55:33,148737	-3,709577E-3
12/11/2024  11:55:33,148757	-4,142005E-2
12/11/2024  11:55:33,148777	-1,963900E-2
12/11/2024  11:55:33,148797	-6,960480E-3
12/11/2024  11:55:33,148817	-6,960480E-3
12/11/2024  11:55:33,148837	4,742770E-3
12/11/2024  11:55:33,148857	6,043131E-3
12/11/2024  11:55:33,148877	8,416865E-4
12/11/2024  11:55:33,148897	-1,606301E-2
12/11/2024  11:55:33,148917	-1,108855E-3
12/11/2024  11:55:33,148937	-7,837648E-4
12/11/2024  11:55:33,148957	-3,384487E-3
12/11/2024  11:55:33,148977	-7,522943E-2
12/11/2024  11:55:33,148997	9,619123E-3
12/11/2024  11:55:33,149017	-1,378737E-2
12/11/2024  11:55:33,149037	-1,197668E-1
